MS,MS Name,CCI,Ver,Title,Fund,Priority,TO_code,To short,TO long,Category of region,EAFRD Measure code,Measure short description,EAFRD Focus Area code,Focus area short description,EU Amount,National Amount,Total Amount,EU co-financing,,
DE,Germany,2014DE05SFOP013,13,Sachsen-Anhalt - ESF,ESF,1,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Transition,VOID,VOID,VOID,VOID,"312,800,000.00",78557143,391357143,7993.00%,,
DE,Germany,2014DE05SFOP013,13,Sachsen-Anhalt - ESF,ESF,2,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Transition,VOID,VOID,VOID,VOID,"132,317,837.00",33079460,165397297,80%,,
DE,Germany,2014DE05SFOP013,13,Sachsen-Anhalt - ESF,ESF,3,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Transition,VOID,VOID,VOID,VOID,"142,194,487.00",35548622,177743109,80%,,
DE,Germany,2014DE05SFOP013,13,Sachsen-Anhalt - ESF,ESF,4,TA,Technical Assistance,Technical Assistance,Transition,VOID,VOID,VOID,VOID,"24,471,346.00",6117837,30589183,80%,,
DE,Germany,2014DE05SFOP014,12,Thüringen - ESF,ESF,A,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Transition,VOID,VOID,VOID,VOID,"120,830,000.00",30207500,151037500,80%,,
DE,Germany,2014DE05SFOP014,12,Thüringen - ESF,ESF,B,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Transition,VOID,VOID,VOID,VOID,"174,921,342.00",43730335,218651677,80%,,
DE,Germany,2014DE05SFOP014,12,Thüringen - ESF,ESF,C,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Transition,VOID,VOID,VOID,VOID,"183,595,000.00",45898750,229493750,80%,,
DE,Germany,2014DE05SFOP014,12,Thüringen - ESF,ESF,D,TA,Technical Assistance,Technical Assistance,Transition,VOID,VOID,VOID,VOID,"19,972,764.00",4993191,24965955,80%,,
DE,Germany,2014DE05SFOP015,12,Rheinland-Pfalz - ESF,ESF,A,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,"11,996,156.00",11996156,23992312,50%,,
DE,Germany,2014DE05SFOP015,12,Rheinland-Pfalz - ESF,ESF,B,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,"34,897,910.00",34897910,69795820,50%,,
DE,Germany,2014DE05SFOP015,12,Rheinland-Pfalz - ESF,ESF,C,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",More developed,VOID,VOID,VOID,VOID,"57,799,664.00",57799664,115599328,50%,,
DE,Germany,2014DE05SFOP015,12,Rheinland-Pfalz - ESF,ESF,D,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,"4,362,238.00",4362238,8724476,50%,,
DE,Germany,2014DE05SFOP016,12,Bremen - ESF,ESF,A,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,"19,040,000.00",19040000,38080000,50%,,
DE,Germany,2014DE05SFOP016,12,Bremen - ESF,ESF,B,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,"30,465,000.00",30465000,60930000,50%,,
DE,Germany,2014DE05SFOP016,12,Bremen - ESF,ESF,C,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",More developed,VOID,VOID,VOID,VOID,"23,610,000.00",23610000,47220000,50%,,
DE,Germany,2014DE05SFOP016,12,Bremen - ESF,ESF,D,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,"3,046,404.00",3046404,6092808,50%,,
DE,Germany,2014DE06RDRN001,12,Germany - Rural Network,EAFRD,,TA,Technical Assistance,Technical Assistance,VOID,VOID,VOID,VOID,VOID,"5,000,000.00",5000000,10000000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,,TA,Technical Assistance,Technical Assistance,VOID,M20,TA,FA_M20,M20 – Technical Assistance,"24,500,000.00",24500000,49000000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_2A,Farm performance,"16,200,000.00",16200000,32400000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_2A,Farm performance,"9,200,000.00",9200000,18400000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2A,Farm performance,"787,500.00",787500,1575000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_2A,Farm performance,"116,950,002.00",116950002,233900004,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2A,Farm performance,"11,000,000.00",11000000,22000000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P3,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_3B,Risk management,"87,500.00",87500,175000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M14,Animal welfare,FA_3A,Competitiveness of producers,"1,750,000.00",1750000,3500000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P4,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_P4,Priority 4,"1,400,000.00",1400000,2800000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P4,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_P4,Priority 4,"1,400,000.00",1400000,2800000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M04,Physical Investment,FA_P4,Priority 4,"8,287,500.00",8287500,16575000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M07,Basic services,FA_P4,Priority 4,"12,075,000.00",12075000,24150000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M08,Forest,FA_P4,Priority 4,"4,200,000.00",4200000,8400000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"894,214,875.00",7316303523,16258452273,55%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M11,Organic Farming,FA_P4,Priority 4,"45,170,125.00",36957375,82127500,55%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,"700,000.00",700000,1400000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M13,Areas with natural constraints,FA_P4,Priority 4,"505,249,135.00",505249135,101049827,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_P4,Priority 4,"8,287,500.00",8287500,16575000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M07,Basic services,FA_P4,Priority 4,"12,075,000.00",12075000,24150000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M08,Forest,FA_P4,Priority 4,"4,200,000.00",4200000,8400000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"894,214,875.00",7316303523,16258452273,55%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,"45,170,125.00",36957375,82127500,55%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,"700,000.00",700000,1400000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M13,Areas with natural constraints,FA_P4,Priority 4,"505,249,135.00",505249135,101049827,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5B,Energy efficiency,"1,650,000.00",1650000,3300000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5E,Carbon conservation / sequestration,"350,000.00",350000,700000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5E,Carbon conservation / sequestration,"2,100,000.00",2100000,4200000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5E,Carbon conservation / sequestration,"175,000.00",175000,350000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M10,Agri-environment-climate,FA_5E,Carbon conservation / sequestration,"49,115,808.00",4018566109,8930146909,55%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P6,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_6A,"Diversification, SMEs and job creation","400,000.00",400000,800000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P6,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_6A,"Diversification, SMEs and job creation","690,000.00",690000,1380000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P6,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,M06,Farm and business development,FA_6A,"Diversification, SMEs and job creation","660,000.00",660000,1320000,50%,,
DE,Germany,2014DE06RDRP003,31,Baden-Württemberg - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M19,LEADER and CLLD,FA_6B,Local development,"50,400,000.00",33600000,84000000,60%,,
DE,Germany,2014DE06RDRP004,31,Bayern - Rural Development,EAFRD,,TA,Technical Assistance,Technical Assistance,VOID,M20,TA,FA_M20,M20 – Technical Assistance,"7,579,877.00",7579877,15159754,50%,,
DE,Germany,2014DE06RDRP004,31,Bayern - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_2A,Farm performance,"2,000,000.00",2000000,4000000,50%,,
DE,Germany,2014DE06RDRP004,31,Bayern - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_2A,Farm performance,"115,000,000.00",115000000,230000000,50%,,
DE,Germany,2014DE06RDRP004,31,Bayern - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M04,Physical Investment,FA_P4,Priority 4,"3,500,000.00",3500000,7000000,50%,,
DE,Germany,2014DE06RDRP004,31,Bayern - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"215,588,338.00",7186277933,28745111733,75%,,
DE,Germany,2014DE06RDRP004,31,Bayern - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M11,Organic Farming,FA_P4,Priority 4,"103,000,000.00",103000000,206000000,50%,,
DE,Germany,2014DE06RDRP004,31,Bayern - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M13,Areas with natural constraints,FA_P4,Priority 4,"194,000,000.00",194000000,388000000,50%,,
DE,Germany,2014DE06RDRP004,31,Bayern - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_P4,Priority 4,"3,500,000.00",3500000,7000000,50%,,
DE,Germany,2014DE06RDRP004,31,Bayern - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"215,588,338.00",7186277933,28745111733,75%,,
DE,Germany,2014DE06RDRP004,31,Bayern - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,"103,000,000.00",103000000,206000000,50%,,
DE,Germany,2014DE06RDRP004,31,Bayern - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M13,Areas with natural constraints,FA_P4,Priority 4,"194,000,000.00",194000000,388000000,50%,,
DE,Germany,2014DE06RDRP004,31,Bayern - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5B,Energy efficiency,"40,000,000.00",40000000,80000000,50%,,
DE,Germany,2014DE06RDRP004,31,Bayern - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M10,Agri-environment-climate,FA_5D,Reducing GHG and NH3,"44,436,332.00",1481211066,5924844266,75%,,
DE,Germany,2014DE06RDRP004,31,Bayern - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M10,Agri-environment-climate,FA_5E,Carbon conservation / sequestration,"124,582,566.00",4152752199,16611008799,75%,,
DE,Germany,2014DE06RDRP012,16,Niedersachsen / Bremen - Rural Development,EAFRD,P4,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_P4,Priority 4,"9,000,000.00",2250000,11250000,80%,,
DE,Germany,2014DE06RDRP004,31,Bayern - Rural Development,EAFRD,P6,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,M06,Farm and business development,FA_6A,"Diversification, SMEs and job creation","4,200,000.00",4200000,8400000,50%,,
DE,Germany,2014DE06RDRP004,31,Bayern - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M07,Basic services,FA_6B,Local development,"70,000,000.00",70000000,140000000,50%,,
